0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
160,160,0,0,96,97,0,0,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
160,160,0,0,128,129,0,0,160,166,167,167,167,167,167,167,167,167,167,167,167,167,167,168,160,160,160,160,160,160,160,160
160,160,98,99,100,101,102,103,160,198,0,122,0,0,0,0,185,0,0,0,120,121,0,200,160,160,160,174,175,176,160,160
160,160,130,131,132,133,134,135,160,198,0,0,0,0,184,0,0,0,154,0,152,153,0,200,160,160,160,206,207,208,160,160
160,160,160,160,160,160,160,160,160,198,0,0,0,0,0,0,0,0,0,0,0,0,0,200,160,160,160,238,239,240,160,160
169,170,171,170,173,160,160,160,160,198,122,0,0,0,123,124,125,126,127,0,0,0,184,200,160,160,160,177,178,179,160,160
201,202,203,202,205,160,160,160,160,198,0,0,0,0,155,156,157,158,159,0,0,0,0,200,160,160,160,209,210,211,160,160
169,172,171,172,173,160,162,160,160,198,154,0,0,0,187,188,189,190,191,0,0,122,0,200,160,160,160,160,160,160,160,160
201,204,203,204,205,160,160,160,160,198,0,0,0,0,219,220,221,222,223,0,0,0,0,200,160,160,160,160,160,160,160,160
169,170,172,172,173,160,160,160,160,198,0,185,0,0,251,252,253,254,255,0,0,0,0,200,160,160,160,160,160,160,160,160
201,202,204,204,205,160,160,160,160,230,231,231,231,212,213,214,215,216,217,218,231,231,231,232,160,160,160,160,160,160,160,160
169,171,172,170,173,160,160,160,160,160,160,160,160,244,245,246,247,248,249,250,160,160,160,160,160,160,160,160,160,160,160,160
201,203,204,202,205,160,160,160,160,160,164,163,164,164,164,164,164,164,164,164,164,163,164,160,160,160,160,160,160,160,160,160
169,172,171,172,173,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,160
201,204,203,204,205,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,160
169,171,170,172,173,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,160
201,203,202,204,205,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,160
169,172,171,170,173,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,195,160,160,160,160,160,160,160,160,160,160
233,204,203,202,237,161,161,161,161,161,161,196,161,161,161,161,161,161,161,161,161,196,161,161,161,161,161,161,161,161,161,161
192,192,192,192,192,192,192,192,192,192,192,228,192,192,192,192,192,192,192,192,192,229,192,192,192,192,192,192,192,192,192,192
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
